Order Number,Order Date,Order Time,RestID,CustLocationEasting,CustLocationNorthing,,
910267,08/07/2021,12:57,1,521571,182462,,
910275,08/07/2021,20:47,3,544392,267906,,
910271,08/07/2021,18:40,1,526048,183895,,
910270,08/07/2021,18:34,3,540788,255342,,
910273,08/07/2021,19:54,1,525435,185924,,
910272,08/07/2021,19:23,1,522902,185742,,
910269,08/07/2021,18:03,1,524750,183324,,
910274,08/07/2021,20:40,1,518752,187043,,
17500,08/07/2021,19:34,3,543797,263325,,
17498,08/07/2021,18:55,2,402838,284289,,
17496,08/07/2021,18:14,3,544007,267335,,
17493,08/07/2021,17:57,2,398113,280446,,
17503,08/07/2021,20:20,2,405216,285948,,
17487,08/07/2021,14:49,2,403113,277102,,
17502,08/07/2021,19:51,2,411069,284160,,
17499,08/07/2021,19:18,2,401984,284637,,
17497,08/07/2021,18:37,2,408913,278011,,
17495,08/07/2021,18:11,2,394747,277560,,
17494,08/07/2021,18:10,2,409433,277785,,
17492,08/07/2021,17:27,3,544684,256779,,
17489,08/07/2021,15:47,2,398756,284927,,
17488,08/07/2021,15:43,3,543073,265714,,
17501,08/07/2021,19:38,2,413444,281461,,
17491,08/07/2021,17:23,2,412285,289903,,
17490,08/07/2021,17:11,2,405435,289338,,
17504,08/07/2021,20:39,3,544190,263651,,
910294,09/07/2021,20:18,1,522755,186542,,
910291,09/07/2021,19:34,1,525935,187751,,
910284,09/07/2021,18:31,1,520272,182422,,
910289,09/07/2021,19:12,1,524933,182669,,
910280,09/07/2021,17:29,3,547414,257245,,
910296,09/07/2021,22:07,1,518627,185737,,
910295,09/07/2021,20:39,3,540802,260987,,
910293,09/07/2021,19:56,1,518490,183753,,
910288,09/07/2021,18:48,1,519375,184993,,
910285,09/07/2021,18:35,3,547982,255549,,
910282,09/07/2021,17:53,1,521444,187384,,
910278,09/07/2021,16:18,1,519832,185405,,
910292,09/07/2021,19:34,1,521014,185910,,
910290,09/07/2021,19:29,3,542658,266197,,
910277,09/07/2021,13:36,1,524962,183344,,
910287,09/07/2021,18:44,1,525948,182448,,
910286,09/07/2021,18:41,1,523264,185728,,
910281,09/07/2021,17:52,1,518368,183494,,
910283,09/07/2021,18:27,1,520416,184479,,
910279,09/07/2021,17:17,1,524437,183827,,
17524,09/07/2021,19:57,3,541855,265543,,
17519,09/07/2021,19:22,2,402238,290455,,
17517,09/07/2021,19:12,2,398744,286179,,
17516,09/07/2021,19:09,3,547562,258587,,
17515,09/07/2021,18:57,2,395585,280607,,
17512,09/07/2021,18:05,3,547904,262910,,
17510,09/07/2021,17:43,2,404006,277897,,
17509,09/07/2021,17:35,2,407358,282867,,
17506,09/07/2021,16:51,2,397170,283552,,
17514,09/07/2021,18:47,2,401151,281904,,
17513,09/07/2021,18:22,2,400399,289361,,
17522,09/07/2021,19:38,2,411589,286319,,
17529,09/07/2021,22:27,2,398367,282977,,
17528,09/07/2021,22:03,3,540571,262812,,
17525,09/07/2021,20:12,2,410520,273845,,
17523,09/07/2021,19:48,2,398699,283551,,
17518,09/07/2021,19:15,2,413027,274118,,
17511,09/07/2021,17:53,2,397334,281875,,
17521,09/07/2021,19:33,2,413423,273734,,
17520,09/07/2021,19:29,3,544020,264457,,
17508,09/07/2021,17:18,3,543766,261159,,
17505,09/07/2021,12:45,2,407382,276764,,
17526,09/07/2021,21:15,2,404563,282112,,
17507,09/07/2021,17:13,2,412048,279913,,
17527,09/07/2021,21:32,2,402597,290613,,
910314,10/07/2021,22:30,1,518696,185179,,
910313,10/07/2021,21:41,1,524668,187683,,
910310,10/07/2021,20:08,3,542759,263038,,
910309,10/07/2021,19:54,1,525888,187985,,
910307,10/07/2021,18:55,1,519955,187319,,
910306,10/07/2021,18:52,1,521373,183435,,
910304,10/07/2021,18:44,1,519787,186321,,
910303,10/07/2021,18:39,1,518753,183892,,
910315,10/07/2021,22:59,3,541634,258457,,
910305,10/07/2021,18:46,3,542304,263932,,
910298,10/07/2021,16:37,1,520611,184106,,
910297,10/07/2021,15:39,1,520263,184603,,
910312,10/07/2021,20:33,1,521679,185508,,
910311,10/07/2021,20:28,1,522863,183616,,
910301,10/07/2021,18:26,1,519461,183604,,
910300,10/07/2021,17:09,3,542956,261743,,
910299,10/07/2021,17:03,1,520343,185707,,
910308,10/07/2021,19:26,1,524444,186939,,
910302,10/07/2021,18:37,1,524236,182926,,
17560,10/07/2021,20:45,3,543964,258426,,
17559,10/07/2021,20:28,2,410744,287182,,
17553,10/07/2021,19:50,2,397069,284750,,
17551,10/07/2021,19:29,2,406704,275568,,
17549,10/07/2021,19:19,2,394571,277311,,
17547,10/07/2021,19:01,2,409967,289407,,
17546,10/07/2021,18:50,2,413944,284729,,
17544,10/07/2021,18:38,3,547768,267463,,
17541,10/07/2021,18:14,2,401176,273251,,
17540,10/07/2021,18:14,3,541693,260343,,
17535,10/07/2021,17:34,2,406173,281058,,
17533,10/07/2021,17:20,2,395797,279422,,
17561,10/07/2021,20:57,2,405139,273270,,
17555,10/07/2021,20:04,2,402870,284789,,
17542,10/07/2021,18:24,2,400363,277088,,
17538,10/07/2021,17:53,2,398200,281911,,
17534,10/07/2021,17:32,2,401653,290120,,
17531,10/07/2021,17:01,2,400912,280315,,
17563,10/07/2021,21:45,2,400297,283522,,
17532,10/07/2021,17:02,3,544381,257009,,
17562,10/07/2021,21:20,2,395559,282204,,
17558,10/07/2021,20:20,2,411376,281681,,
17557,10/07/2021,20:14,2,397992,275207,,
17556,10/07/2021,20:11,3,546340,261661,,
17554,10/07/2021,19:56,2,403505,285174,,
17552,10/07/2021,19:44,3,539466,263747,,
17550,10/07/2021,19:21,2,403451,279031,,
17548,10/07/2021,19:10,3,544146,257645,,
17545,10/07/2021,18:40,2,404588,275576,,
17543,10/07/2021,18:36,2,399911,290126,,
17539,10/07/2021,17:57,2,404506,286692,,
17537,10/07/2021,17:52,2,408567,285555,,
17536,10/07/2021,17:40,3,541521,267200,,
17530,10/07/2021,17:01,2,397302,285494,,
910324,11/07/2021,19:50,1,523045,184519,,
910323,11/07/2021,19:39,1,522452,184896,,
910319,11/07/2021,17:49,1,524376,187992,,
910322,11/07/2021,19:19,1,518650,185696,,
910317,11/07/2021,13:49,1,518801,187272,,
910316,11/07/2021,12:23,1,523718,185943,,
910325,11/07/2021,22:50,3,542280,264073,,
910320,11/07/2021,17:55,3,544518,264045,,
910318,11/07/2021,17:45,1,522376,182727,,
910321,11/07/2021,18:07,1,521091,186586,,
17576,11/07/2021,20:24,3,541298,263987,,
17572,11/07/2021,19:30,3,544959,260679,,
17566,11/07/2021,17:59,2,400953,274270,,
17565,11/07/2021,17:23,2,404018,275273,,
17569,11/07/2021,18:37,2,405196,275688,,
17577,11/07/2021,20:28,2,409924,289283,,
17575,11/07/2021,20:05,2,409077,281252,,
17574,11/07/2021,19:58,2,404175,274343,,
17571,11/07/2021,19:20,2,401837,291305,,
17570,11/07/2021,18:56,2,410623,276664,,
17568,11/07/2021,18:33,3,547267,261731,,
17567,11/07/2021,18:15,2,398840,274256,,
17564,11/07/2021,15:46,3,546911,260057,,
17573,11/07/2021,19:36,2,401317,285537,,
910328,12/07/2021,20:45,1,518936,185721,,
910327,12/07/2021,17:16,1,522182,187040,,
910326,12/07/2021,15:48,1,524749,187322,,
17581,12/07/2021,21:11,2,405306,278034,,
17578,12/07/2021,09:33,2,402023,279237,,
17579,12/07/2021,17:11,2,407177,288890,,
17582,12/07/2021,21:16,2,406926,275291,,
17580,12/07/2021,18:42,3,544698,258484,,
910331,13/07/2021,21:00,1,518185,183384,,
910330,13/07/2021,18:44,3,547495,261188,,
910329,13/07/2021,17:07,1,523632,184181,,
17589,13/07/2021,21:32,2,408981,278608,,
17587,13/07/2021,19:30,2,404090,277656,,
17586,13/07/2021,18:58,2,398031,286545,,
17585,13/07/2021,18:41,2,411852,287919,,
17584,13/07/2021,18:20,3,546004,260822,,
17588,13/07/2021,20:12,3,541516,264111,,
17583,13/07/2021,17:38,2,409907,288877,,
910346,14/07/2021,18:56,1,523297,183579,,
910338,14/07/2021,14:05,1,525439,183514,,
910348,14/07/2021,20:37,1,519406,185454,,
910345,14/07/2021,18:54,3,543043,260041,,
910347,14/07/2021,20:28,1,525683,185325,,
910344,14/07/2021,18:35,1,522138,187086,,
910342,14/07/2021,18:14,1,522372,182680,,
910343,14/07/2021,18:18,1,520819,185211,,
910341,14/07/2021,18:11,1,522967,184986,,
910340,14/07/2021,18:01,3,545924,263060,,
910332,14/07/2021,12:15,1,525988,187470,,
910339,14/07/2021,17:28,1,518923,187510,,
910336,14/07/2021,13:14,1,521992,183920,,
910335,14/07/2021,13:05,3,547565,265630,,
910334,14/07/2021,12:21,1,525201,184759,,
910333,14/07/2021,12:20,1,518929,187949,,
910349,14/07/2021,21:00,1,522639,183162,,
910337,14/07/2021,13:59,1,519542,187207,,
17597,14/07/2021,17:58,2,410595,286143,,
17596,14/07/2021,17:21,3,544394,264837,,
17607,14/07/2021,22:19,2,399231,290709,,
17605,14/07/2021,20:17,2,402934,273162,,
17602,14/07/2021,19:18,2,402299,274662,,
17600,14/07/2021,18:14,3,547167,255388,,
17606,14/07/2021,20:22,2,400042,278252,,
17604,14/07/2021,20:06,3,544710,256030,,
17601,14/07/2021,19:09,2,400820,273976,,
17598,14/07/2021,18:00,2,403963,275255,,
17599,14/07/2021,18:02,2,412879,273199,,
17603,14/07/2021,19:35,2,397010,274731,,
910353,15/07/2021,17:20,1,521732,182848,,
910359,15/07/2021,20:14,1,524179,182610,,
910362,15/07/2021,22:14,1,519274,185150,,
910358,15/07/2021,20:06,1,518536,183134,,
910361,15/07/2021,21:10,1,520558,185164,,
910360,15/07/2021,20:27,3,547734,268441,,
910356,15/07/2021,17:53,1,520822,184244,,
910355,15/07/2021,17:53,3,547848,260883,,
910354,15/07/2021,17:27,1,521393,185951,,
910352,15/07/2021,17:03,1,520441,182781,,
910357,15/07/2021,18:40,1,522324,185384,,
910351,15/07/2021,16:51,1,519020,183935,,
17616,15/07/2021,19:37,3,544664,267436,,
17613,15/07/2021,18:40,2,409556,276661,,
17612,15/07/2021,18:30,3,540410,259777,,
17611,15/07/2021,18:11,2,409024,277738,,
17610,15/07/2021,17:50,2,397697,282056,,
17609,15/07/2021,17:44,2,399031,289541,,
17618,15/07/2021,21:17,2,409839,280402,,
17615,15/07/2021,19:35,2,406383,290583,,
17614,15/07/2021,18:42,2,401548,285310,,
17617,15/07/2021,20:07,2,412525,289668,,
17608,15/07/2021,15:46,3,545408,264440,,
910376,16/07/2021,21:12,1,522901,185540,,
910370,16/07/2021,19:13,3,541119,263189,,
910367,16/07/2021,18:26,1,522311,185197,,
910364,16/07/2021,16:44,1,522487,184575,,
910374,16/07/2021,20:02,1,521000,186564,,
910373,16/07/2021,19:47,1,525080,188048,,
910368,16/07/2021,18:27,1,525355,184439,,
910365,16/07/2021,17:45,3,539645,263016,,
910375,16/07/2021,20:38,3,545366,262858,,
910372,16/07/2021,19:26,1,518639,187761,,
910371,16/07/2021,19:17,1,525038,182466,,
910369,16/07/2021,18:31,1,524703,184031,,
910366,16/07/2021,18:19,1,518780,186218,,
910363,16/07/2021,15:47,1,523711,185017,,
910377,16/07/2021,21:36,1,518222,187787,,
17646,16/07/2021,20:38,2,406073,276927,,
17642,16/07/2021,19:31,2,412587,280359,,
17641,16/07/2021,19:17,2,406810,286230,,
17634,16/07/2021,18:24,2,413861,290116,,
17631,16/07/2021,18:21,2,397361,290554,,
17625,16/07/2021,18:03,2,402685,289838,,
17623,16/07/2021,17:54,2,410710,273935,,
17621,16/07/2021,17:33,2,412888,275212,,
17643,16/07/2021,19:56,2,406621,291888,,
17639,16/07/2021,19:10,2,404425,288263,,
17626,16/07/2021,18:04,2,397712,278649,,
17649,16/07/2021,21:41,2,401948,291337,,
17644,16/07/2021,20:13,3,539889,262941,,
17638,16/07/2021,19:03,2,395764,290176,,
17628,16/07/2021,18:13,3,547600,256335,,
17624,16/07/2021,18:01,3,539829,266348,,
17622,16/07/2021,17:46,2,408955,276642,,
17647,16/07/2021,20:46,2,401898,290362,,
17645,16/07/2021,20:16,2,411570,281997,,
17637,16/07/2021,18:54,2,406763,273981,,
17636,16/07/2021,18:37,3,546745,261506,,
17635,16/07/2021,18:27,2,407260,278882,,
17633,16/07/2021,18:24,2,404818,281415,,
17632,16/07/2021,18:23,3,544076,265426,,
17629,16/07/2021,18:15,2,401038,286847,,
17627,16/07/2021,18:11,2,410454,274304,,
17619,16/07/2021,17:08,2,397183,273213,,
17648,16/07/2021,21:38,3,542886,266071,,
17640,16/07/2021,19:10,3,545471,255274,,
17620,16/07/2021,17:10,3,544177,267506,,
910392,17/07/2021,21:38,1,521493,185154,,
910390,17/07/2021,20:19,3,542745,259137,,
910387,17/07/2021,18:50,1,521684,183730,,
910381,17/07/2021,18:20,1,519516,185227,,
910380,17/07/2021,18:16,3,545403,261481,,
910379,17/07/2021,18:13,1,521709,187733,,
910382,17/07/2021,18:21,1,523493,187895,,
910391,17/07/2021,21:37,1,524210,186528,,
910378,17/07/2021,17:59,1,522910,186220,,
910384,17/07/2021,18:34,1,518916,186052,,
910388,17/07/2021,18:57,1,524353,182713,,
910383,17/07/2021,18:24,1,519739,183109,,
910389,17/07/2021,19:09,1,521514,183906,,
910386,17/07/2021,18:45,1,523944,184452,,
910385,17/07/2021,18:39,3,545140,263349,,
17684,17/07/2021,22:47,3,544324,260241,,
17681,17/07/2021,20:48,2,400090,279805,,
17676,17/07/2021,20:14,3,545963,267082,,
17674,17/07/2021,19:48,2,398149,282477,,
17671,17/07/2021,19:21,2,395038,274937,,
17669,17/07/2021,19:11,2,409631,276703,,
17668,17/07/2021,19:10,3,545266,257686,,
17666,17/07/2021,18:44,2,404203,282739,,
17661,17/07/2021,18:25,2,399774,274483,,
17659,17/07/2021,18:01,2,406033,280492,,
17654,17/07/2021,17:14,2,409510,274521,,
17678,17/07/2021,20:31,2,406415,278785,,
17672,17/07/2021,19:39,3,543961,264810,,
17663,17/07/2021,18:33,2,404162,281817,,
17682,17/07/2021,21:28,2,396390,279324,,
17667,17/07/2021,19:00,2,413296,278636,,
17660,17/07/2021,18:04,3,544647,268484,,
17664,17/07/2021,18:39,3,547969,260256,,
17655,17/07/2021,17:21,2,394492,287157,,
17680,17/07/2021,20:36,3,545693,256267,,
17679,17/07/2021,20:34,2,402744,276880,,
17677,17/07/2021,20:20,2,409107,290288,,
17675,17/07/2021,19:58,2,412951,278963,,
17673,17/07/2021,19:45,2,395801,283481,,
17670,17/07/2021,19:19,2,412429,291206,,
17665,17/07/2021,18:41,2,405305,277373,,
17658,17/07/2021,17:39,2,410321,289666,,
17657,17/07/2021,17:35,2,396292,275982,,
17653,17/07/2021,17:08,2,398467,273206,,
17652,17/07/2021,17:03,3,544771,266351,,
17651,17/07/2021,17:00,2,397887,280229,,
17650,17/07/2021,16:06,2,408332,292001,,
17662,17/07/2021,18:27,2,403245,279356,,
17683,17/07/2021,21:47,2,410170,285537,,
17656,17/07/2021,17:26,3,546975,262653,,
910396,18/07/2021,19:11,1,522199,182624,,
910397,18/07/2021,19:50,1,521886,186925,,
910395,18/07/2021,18:12,3,546011,259593,,
910393,18/07/2021,17:32,1,524663,186745,,
910398,18/07/2021,20:28,1,522969,183366,,
910394,18/07/2021,17:36,1,523830,182583,,
17701,18/07/2021,20:07,2,412119,280241,,
17700,18/07/2021,19:52,3,543018,262949,,
17697,18/07/2021,19:32,2,413526,289815,,
17694,18/07/2021,19:10,2,405541,285999,,
17690,18/07/2021,18:24,2,412798,280941,,
17703,18/07/2021,21:48,2,398406,285356,,
17699,18/07/2021,19:52,2,402683,282872,,
17686,18/07/2021,17:38,2,398313,276164,,
17693,18/07/2021,19:07,2,406585,275438,,
17692,18/07/2021,18:38,3,543354,265734,,
17691,18/07/2021,18:27,2,405086,287619,,
17687,18/07/2021,17:53,2,409521,284126,,
17685,18/07/2021,17:09,2,407665,291244,,
17698,18/07/2021,19:47,2,395098,274924,,
17696,18/07/2021,19:30,3,546536,260497,,
17695,18/07/2021,19:26,2,394375,282898,,
17688,18/07/2021,18:12,3,540935,265863,,
17702,18/07/2021,20:49,2,404926,286798,,
17689,18/07/2021,18:14,2,402398,288324,,
910403,19/07/2021,20:30,1,519823,187184,,
910402,19/07/2021,18:50,1,519787,186447,,
910399,19/07/2021,13:00,1,524087,182588,,
910400,19/07/2021,13:22,3,547901,267711,,
17708,19/07/2021,20:59,3,541599,264187,,
17704,19/07/2021,16:00,3,544849,259166,,
17706,19/07/2021,19:21,2,397453,290795,,
17709,19/07/2021,22:19,2,395212,278491,,
17707,19/07/2021,20:20,2,400578,283385,,
17705,19/07/2021,18:50,2,394816,278715,,
910410,20/07/2021,19:13,3,547547,266037,,
910409,20/07/2021,18:47,1,524072,184039,,
910411,20/07/2021,19:25,1,522273,184068,,
910406,20/07/2021,17:31,1,522117,185281,,
910415,20/07/2021,22:31,3,542074,258992,,
910413,20/07/2021,19:47,1,518844,187393,,
910408,20/07/2021,18:46,1,521850,187339,,
910407,20/07/2021,18:28,1,522713,187599,,
910414,20/07/2021,20:42,1,519014,182450,,
910412,20/07/2021,19:43,1,521836,187756,,
910405,20/07/2021,17:24,3,545264,265486,,
910404,20/07/2021,17:03,1,525824,182411,,
17714,20/07/2021,18:32,2,403403,288302,,
17711,20/07/2021,16:11,2,403272,279244,,
17716,20/07/2021,20:07,3,539966,264327,,
17713,20/07/2021,18:19,2,412190,291231,,
17717,20/07/2021,21:30,2,406191,285517,,
17715,20/07/2021,18:45,2,396503,290047,,
17710,20/07/2021,11:55,2,404814,274421,,
17712,20/07/2021,17:58,3,541083,258651,,
910423,21/07/2021,20:03,1,522413,186143,,
910422,21/07/2021,19:39,1,522038,183082,,
910421,21/07/2021,19:24,1,520346,182851,,
910424,21/07/2021,20:11,1,526024,186604,,
910430,21/07/2021,22:40,3,545271,266214,,
910428,21/07/2021,21:30,1,519575,187318,,
910425,21/07/2021,20:33,3,547726,264333,,
910420,21/07/2021,17:18,3,540968,264449,,
910427,21/07/2021,20:40,1,519599,182757,,
910426,21/07/2021,20:39,1,520766,187792,,
910419,21/07/2021,14:23,1,521757,184001,,
910429,21/07/2021,22:37,1,524360,182998,,
17721,21/07/2021,16:31,2,399439,285821,,
17719,21/07/2021,14:35,2,413166,291980,,
17718,21/07/2021,13:28,2,398911,289078,,
17725,21/07/2021,20:08,2,406330,291920,,
17727,21/07/2021,20:51,2,395575,286496,,
17726,21/07/2021,20:14,2,400679,290706,,
17724,21/07/2021,20:03,3,544278,266126,,
17723,21/07/2021,20:03,2,407726,290487,,
17722,21/07/2021,17:58,2,410779,286002,,
17720,21/07/2021,14:39,3,541641,256848,,
17729,21/07/2021,22:51,2,401417,286303,,
17728,21/07/2021,22:44,3,541463,260218,,
910442,22/07/2021,21:07,1,518558,185567,,
910440,22/07/2021,20:26,3,543208,257621,,
910433,22/07/2021,17:47,1,519663,185296,,
910432,22/07/2021,13:49,1,525885,182694,,
910445,22/07/2021,22:53,3,544751,260617,,
910441,22/07/2021,20:38,1,524338,185074,,
910439,22/07/2021,19:49,1,522619,185301,,
910438,22/07/2021,19:25,1,525371,188049,,
910435,22/07/2021,18:30,3,540743,262324,,
910444,22/07/2021,21:40,1,520379,183049,,
910443,22/07/2021,21:27,1,518543,184243,,
910434,22/07/2021,18:07,1,522472,184644,,
910437,22/07/2021,19:24,1,522438,183148,,
910431,22/07/2021,12:00,1,520965,186235,,
910436,22/07/2021,19:06,1,522667,182561,,
17751,22/07/2021,20:01,2,410210,276044,,
17737,22/07/2021,12:02,2,405220,278362,,
17732,22/07/2021,11:30,3,541558,260430,,
17731,22/07/2021,11:18,2,398240,273337,,
17740,22/07/2021,17:17,3,546178,261968,,
17753,22/07/2021,20:56,2,395152,286856,,
17755,22/07/2021,21:56,2,410990,291401,,
17747,22/07/2021,19:07,2,407930,277508,,
17746,22/07/2021,18:53,2,402426,286259,,
17745,22/07/2021,18:52,2,400806,277375,,
17741,22/07/2021,17:26,2,410292,286833,,
17754,22/07/2021,21:47,2,402803,292051,,
17752,22/07/2021,20:39,3,540849,256741,,
17750,22/07/2021,19:26,2,401364,278033,,
17749,22/07/2021,19:23,2,394341,286330,,
17748,22/07/2021,19:19,3,546176,267810,,
17744,22/07/2021,18:29,3,539907,256060,,
17743,22/07/2021,18:09,2,399731,274352,,
17742,22/07/2021,17:39,2,398532,282390,,
17736,22/07/2021,11:56,3,540470,256217,,
17735,22/07/2021,11:46,2,396349,291289,,
17738,22/07/2021,12:19,2,402416,289282,,
17734,22/07/2021,11:44,2,407134,290855,,
17733,22/07/2021,11:39,2,413254,274334,,
17739,22/07/2021,13:28,2,403210,291405,,
910466,23/07/2021,22:01,1,525559,182427,,
910457,23/07/2021,18:50,1,520406,184365,,
910449,23/07/2021,17:10,1,522817,186541,,
910448,23/07/2021,13:35,1,523052,185438,,
910464,23/07/2021,20:47,1,524537,186251,,
910461,23/07/2021,20:02,1,523414,187335,,
910452,23/07/2021,17:56,1,523601,185128,,
910447,23/07/2021,13:09,1,520175,185955,,
910463,23/07/2021,20:40,1,526015,187040,,
910460,23/07/2021,19:37,3,540833,263703,,
910456,23/07/2021,18:43,1,521214,186154,,
910451,23/07/2021,17:56,1,519786,184163,,
910453,23/07/2021,18:11,1,518751,182888,,
910450,23/07/2021,17:51,3,542157,257715,,
910459,23/07/2021,19:07,1,523883,183234,,
910458,23/07/2021,19:00,1,521082,187583,,
910455,23/07/2021,18:39,3,540954,260416,,
910446,23/07/2021,12:53,1,524488,184274,,
910462,23/07/2021,20:13,1,521930,183449,,
910454,23/07/2021,18:35,1,525993,185958,,
910465,23/07/2021,20:49,3,542617,263517,,
17774,23/07/2021,20:19,2,401382,283199,,
17765,23/07/2021,19:12,2,403565,280102,,
17760,23/07/2021,18:41,3,542651,259054,,
17777,23/07/2021,22:29,2,411370,285682,,
17773,23/07/2021,20:11,2,411367,291880,,
17772,23/07/2021,19:50,3,545253,268422,,
17759,23/07/2021,18:25,2,402638,289449,,
17763,23/07/2021,18:53,2,406669,274335,,
17761,23/07/2021,18:42,2,411635,277913,,
17778,23/07/2021,22:34,2,410111,291414,,
17776,23/07/2021,21:22,3,543757,260081,,
17775,23/07/2021,20:24,2,400954,285919,,
17771,23/07/2021,19:45,2,400145,282531,,
17770,23/07/2021,19:39,2,402551,282939,,
17768,23/07/2021,19:26,3,544493,259240,,
17767,23/07/2021,19:18,2,401107,281896,,
17764,23/07/2021,19:02,3,542016,255348,,
17762,23/07/2021,18:44,2,398000,287489,,
17757,23/07/2021,17:34,2,397503,277540,,
17756,23/07/2021,17:28,3,539918,265278,,
17769,23/07/2021,19:29,2,397944,284872,,
17766,23/07/2021,19:13,2,413245,274316,,
17758,23/07/2021,18:04,2,410733,274265,,
910488,24/07/2021,20:31,1,518958,184239,,
910487,24/07/2021,20:01,1,521708,182846,,
910485,24/07/2021,19:36,3,545259,265728,,
910484,24/07/2021,19:34,1,518632,183949,,
910476,24/07/2021,18:36,1,520615,187481,,
910478,24/07/2021,19:07,1,519978,185418,,
910472,24/07/2021,17:53,1,523578,186878,,
910470,24/07/2021,17:34,3,539601,265734,,
910490,24/07/2021,21:13,3,545103,261691,,
910486,24/07/2021,19:41,1,524647,184470,,
910491,24/07/2021,22:44,1,524153,183113,,
910481,24/07/2021,19:13,1,523523,182428,,
910480,24/07/2021,19:11,3,541594,255647,,
910479,24/07/2021,19:11,1,525373,185642,,
910474,24/07/2021,18:18,1,520554,183685,,
910469,24/07/2021,17:23,1,522646,185276,,
910468,24/07/2021,16:48,1,520547,186489,,
910489,24/07/2021,20:42,1,523200,186392,,
910482,24/07/2021,19:16,1,525824,183868,,
910475,24/07/2021,18:33,3,539855,267718,,
910473,24/07/2021,17:55,1,524582,185012,,
910471,24/07/2021,17:38,1,521850,186226,,
910467,24/07/2021,14:29,1,519220,187107,,
910477,24/07/2021,18:40,1,525119,184182,,
910483,24/07/2021,19:27,1,523083,185953,,
17823,24/07/2021,20:57,2,401940,275730,,
17822,24/07/2021,20:45,2,398424,288941,,
17820,24/07/2021,20:11,3,546338,261945,,
17819,24/07/2021,19:55,2,408798,288758,,
17816,24/07/2021,19:49,3,547012,255078,,
17811,24/07/2021,19:23,2,410659,289052,,
17805,24/07/2021,18:47,2,410317,275956,,
17804,24/07/2021,18:44,3,541557,267139,,
17803,24/07/2021,18:38,2,401439,291884,,
17801,24/07/2021,18:18,2,410531,275131,,
17798,24/07/2021,18:12,2,408353,282973,,
17796,24/07/2021,18:10,3,539952,256058,,
17794,24/07/2021,17:53,2,398550,285233,,
17793,24/07/2021,17:53,2,411426,290684,,
17790,24/07/2021,17:49,2,402662,274621,,
17789,24/07/2021,17:43,2,407544,290981,,
17788,24/07/2021,17:42,3,540802,258457,,
17817,24/07/2021,19:52,2,408367,280684,,
17800,24/07/2021,18:16,3,543850,259017,,
17786,24/07/2021,17:35,2,399883,289062,,
17782,24/07/2021,16:56,2,408816,291842,,
17813,24/07/2021,19:30,2,413035,290609,,
17780,24/07/2021,15:09,3,544972,260909,,
17821,24/07/2021,20:22,2,413795,273668,,
17814,24/07/2021,19:35,2,400097,285533,,
17812,24/07/2021,19:25,3,541036,263337,,
17810,24/07/2021,19:10,2,413873,281892,,
17795,24/07/2021,18:05,2,396347,280552,,
17791,24/07/2021,17:51,2,411957,277449,,
17784,24/07/2021,17:05,3,547925,266651,,
17825,24/07/2021,22:22,2,395606,279580,,
17818,24/07/2021,19:52,2,399396,275197,,
17809,24/07/2021,18:57,2,401135,286278,,
17808,24/07/2021,18:56,3,547631,256554,,
17806,24/07/2021,18:48,2,408970,286637,,
17802,24/07/2021,18:33,2,404735,277041,,
17797,24/07/2021,18:10,2,401115,285314,,
17792,24/07/2021,17:52,3,544184,267099,,
17787,24/07/2021,17:37,2,409901,288557,,
17785,24/07/2021,17:32,2,396938,276478,,
17783,24/07/2021,17:00,2,402445,290017,,
17799,24/07/2021,18:13,2,406105,287363,,
17781,24/07/2021,16:23,2,407042,286881,,
17824,24/07/2021,20:22,3,540501,262584,,
17815,24/07/2021,19:47,2,408247,286212,,
17807,24/07/2021,18:53,2,395374,282338,,
910509,25/07/2021,20:16,1,518942,182620,,
910501,25/07/2021,18:20,1,523556,184629,,
910498,25/07/2021,18:08,1,525441,187947,,
910497,25/07/2021,17:58,1,522815,187267,,
910496,25/07/2021,17:37,1,523945,187478,,
910505,25/07/2021,19:30,3,545861,268484,,
910502,25/07/2021,18:34,1,524340,182523,,
910499,25/07/2021,18:12,1,519099,185910,,
910495,25/07/2021,17:19,3,541372,260893,,
910493,25/07/2021,17:05,1,518998,183910,,
910494,25/07/2021,17:12,1,525254,186772,,
910510,25/07/2021,20:35,3,541330,266514,,
910508,25/07/2021,20:06,1,519130,182504,,
910507,25/07/2021,19:39,1,525688,185397,,
910506,25/07/2021,19:38,1,518282,182409,,
910504,25/07/2021,18:58,1,521183,182423,,
910503,25/07/2021,18:39,1,525835,186423,,
910492,25/07/2021,12:43,1,521937,185821,,
910500,25/07/2021,18:19,3,543367,263752,,
17841,25/07/2021,19:37,2,394921,285005,,
17839,25/07/2021,18:30,2,395441,283837,,
17833,25/07/2021,17:39,2,412424,278889,,
17832,25/07/2021,17:25,3,539908,261619,,
17844,25/07/2021,19:52,3,541229,257607,,
17835,25/07/2021,17:52,2,406712,281842,,
17834,25/07/2021,17:41,2,407887,274681,,
17838,25/07/2021,18:26,2,406187,286230,,
17826,25/07/2021,15:20,2,406437,284957,,
17847,25/07/2021,20:42,2,411020,284460,,
17842,25/07/2021,19:46,2,409766,290953,,
17837,25/07/2021,18:01,2,394492,281647,,
17829,25/07/2021,16:19,2,402856,285880,,
17848,25/07/2021,20:54,3,547530,267677,,
